wt, s1, s2, s, d, c, e
5.711358261521678692e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-6.385798196987559905e-01,6.403640364036391475e-01,-7.158048237316218254e-02
5.711986642890533261e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.379561645976049578e-01,6.363636363636331339e-01,-7.121843853775979005e-02
5.754716575972662618e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.949696402058474165e-01,3.643364336433663198e-01,-4.512280063737789809e-02
5.797446509054791974e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.508969574519722023e-01,9.230923092308529476e-02,-1.606615625240840478e-02
5.840176442136921331e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.058185740764743477e-01,-1.797179717971815194e-01,1.602258841503646780e-02
5.883534756587906145e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.591338160963397419e-01,-4.557455745574614525e-01,5.174985803729034717e-02
5.884163137956760714e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.584506671015465828e-01,-4.597459745974674661e-01,5.129140737018881430e-02
5.926264689670035501e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.122808882966899069e-01,-7.277727772777282667e-01,2.214067667174799553e-02
5.968994622752164858e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.646753131279914517e-01,-9.997999799980021862e-01,-4.256050629733760735e-03
6.029319234162229257e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.963546248736736444e-01,-6.161616161616123577e-01,-3.596095187523334902e-02
6.090272226941149114e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.262281211423144978e-01,-2.281228122812279935e-01,-6.127900092305865049e-02
6.090900608310004571e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.255003412182952638e-01,-2.241224122412219799e-01,-6.050450126427693587e-02
6.150596838351214402e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.559963923755200987e-01,1.559155915591574626e-01,1.640377312110131297e-02
6.151225219720068971e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-1.552613796542963442e-01,1.599159915991563707e-01,1.624851174144701857e-02
6.217205263449828045e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-7.779997428874413368e-02,5.799579957995817381e-01,4.047080950440837786e-03
6.283185307179586232e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-2.890166445987753579e-16,1.000000000000000000e+00,-6.070802585004673446e-17
